Time,ke1,ke2,Ue1,Et
577,1.1273174042419153e-11,1.954202912655587e-14,8.607209634469528e-10,8.720136795184986e-10
578,4.792543014384335e-12,1.1369779084776185e-13,2.1345017642837947e-09,2.139408005089027e-09
579,1.1758695701382513e-12,6.213047461176651e-13,-8.95827583906371e-09,-8.956478664747455e-09
580,2.865910611006063e-14,1.3498044088483083e-12,-1.978706189503608e-09,-1.9773277259886495e-09
581,2.9826436957079534e-13,2.1137734963348606e-12,-1.359844276045137e-09,-1.3574322381792313e-09
582,1.1797544593187739e-12,2.8034418993668412e-12,-1.1856339011389737e-09,-1.181650704780288e-09
583,2.182536594834993e-12,3.363721603145107e-12,-1.158551597703405e-09,-1.1530053395054248e-09
584,3.0259861671730393e-12,3.767814331855751e-12,-1.2242493309705605e-09,-1.2174555304715316e-09
585,3.5507782190514378e-12,4.0008248836886004e-12,-1.392724229283699e-09,-1.3851726261809588e-09
586,3.667766471855358e-12,4.051268747261162e-12,-1.7416660620112537e-09,-1.7339470267921371e-09
587,3.3373622505726254e-12,3.907459477319181e-12,-2.5743824920623793e-09,-2.5671376703344875e-09
588,2.5762014924068733e-12,3.5576906070767437e-12,-6.213395390170659e-09,-6.207261498071176e-09
589,1.4990912460755017e-12,2.9955706955154156e-12,9.054228294834204e-09,9.058722956775794e-09
590,4.187678358633527e-13,2.235353726780879e-12,2.3320367923131176e-09,2.334690913875762e-09
591,2.990462563442322e-14,1.3463541019697739e-12,1.2571458282663692e-09,1.2585220869939735e-09
592,1.6037979492992358e-12,5.096715999162378e-13,8.314671205345289e-10,8.335805900837444e-10
593,6.599474215495669e-12,3.318085080365991e-14,6.186616952297652e-10,6.252943502960645e-10
594,1.4297390322370926e-11,9.780678368185517e-14,5.143981364344409e-10,5.287933335404936e-10
595,1.9313069881826613e-11,3.171838706338985e-13,4.949231235207984e-10,5.145533772732589e-10
596,1.7092297021022786e-11,2.0874923367216258e-13,5.829592340071491e-10,6.002602802618441e-10
597,1.0557929257775498e-11,9.138719244040608e-15,8.976988236065234e-10,9.08265891583543e-10
598,4.71831521385557e-12,1.1843177794728546e-13,2.1621660139816533e-09,2.1670027609734563e-09
599,1.3532929688015765e-12,5.715411031605843e-13,-1.5387455201339685e-08,-1.5385530367267724e-08
600,9.496622961257908e-14,1.221279119833907e-12,-2.321886577132823e-09,-2.3205703317833766e-09
